instance_id predicted_score
2137051386648397465 0.00045074757889943337
8636603765413923862 0.0005550047341388158
345383580586199930 0.001353208579516003
8731890116021855314 0.001611486480941783
4313209774350468112 0.0014952709890738872
3105730058528341650 0.001121036093805615
61137454093449956 0.0013506985247365608
4900634264217133300 0.0011844483106743676
3878416316017114607 0.0013126066337892047
2091851204363732790 0.001512341838410493
3212548982429057767 0.0008824885849121699
33643901334552901 0.0012498608157309077
1903579528645757952 0.002857187453784342
972388314044128876 0.0014783609046703792
8409415316690020795 0.0013151842216988557
5317464167282871120 0.0012987345189557286
7757949087761590777 0.001227754233436556
5427760501269776273 0.0014994572748879835
3914212384472583542 0.0008568275170981474
290339374162167889 0.001229708502661594
621694237836124805 0.0014319379244868275
7011812392751364099 0.0015151498723212072
5510646134052339173 0.0017871534614809638
5039569732482124387 0.0018808956519076484
758114820921158673 0.0008319296758906615
3894338416370489916 0.0010589361198058676
1761580538769755579 0.001961000168260858
7812992837356325288 0.000506113051419372
3579896413547175287 0.0014899333430161445
8382547459356111162 0.0018167395581694444
4799558699554937885 0.0007092273416583561
3244362844154506546 0.0016658644909936804
5733091356910374828 0.0012585319236698242
1640209487180679098 0.0005716903874697274
8658118353479348208 0.0010716183473655524
7088195817375463945 0.0009003825962120473
5101842852968426348 0.0030245829134206504
7705492426143420920 0.0009056773292514106
4825777434935907690 0.001343777481164434
2481293304690742982 0.0010146751763614797
7887941382372972524 0.0013276887967250985
7911009264141865667 0.00116585108522532
6785468983781325664 0.0013169527446238944
834662095033571050 0.0017254020487375502
2359153574582600366 0.001214869024764651
8641212776768638521 0.0033562348470676574
3442640340485649638 0.0021209839979206896
3144850577772991049 0.0024123971635257434
5153093556429081957 0.001723370763459797
3067844338613947520 0.000990820084452353
1831020632370651488 0.0010033822213755485
2321009400065310452 0.0009723051867267538
7713395587056408836 0.002025778707003042
909557508158018086 0.0009628256380583611
1330290619362069456 0.001645179621967198
1100954105993929671 0.002147718349549053
2975509499545274558 0.0011391273627444824
6010115232177966490 0.0006740092655287906
7583535741375701275 0.001980094470672236
2366470406479324927 0.0005528351137313357
6385154738416482542 0.003168366323119622
3160265254900756224 0.0029319850553946422
1336974556852922227 0.002986028451605445
6169310319571695035 0.0026855705292515913
