instance_id predicted_score
55144604125888 0.02269936
221669167755726 0.14603877
566644865989395 0.02055357
954943998950521 0.023867462
1192015136416062 0.0149254985
1239632009133923 0.013215942
1370758425798224 0.014867839
1386245957915884 0.06819422
1587829942816220 0.007460622
1965296257027358 0.010890025
2308106506629079 0.019821508
2593276901346545 0.0128345955
2637118065628095 0.026582588
3007000529626316 0.12115517
3486611488890127 0.02520216
3526619005621379 0.00915064
3707907988344302 0.02485487
3859410900799220 0.016802875
4132909449437306 0.009803108
4666490843011356 0.013565493
4957624520403631 0.014744599
5022624687918236 0.03293065
5245031179204693 0.01747851
5273213709089732 0.013966547
5341429719598597 0.008080919
5421993019334491 0.06174401
5519710025487847 0.0174087
5773700242363804 0.013628238
5812026496876317 0.01867688
5860625415171838 0.046794277
5888731810410007 0.021949999
6063972374265869 0.024288699
6067326110791822 0.026285442
6359126923704860 0.008927815
6388802315681498 0.054658763
6433878236742272 0.03741237
6452344664550262 0.018741561
6651913865445655 0.010179695
6707001430745727 0.03257654
6730413752360895 0.034204498
6816504423480806 0.02836014
7090470344271915 0.0054444782
7285476665473660 0.067896284
7558711588190076 0.029290212
7667359125925647 0.021411378
8185971319114092 0.05143048
8433912592511743 0.028391054
8655843665845753 0.024873028
8737350582865741 0.11740135
8899701615096813 0.0057756305
9407985424920588 0.039419077
9452608188846334 0.0058535305
9598290636996863 0.007693059
9761773633678178 0.007735023
9798231407472553 0.17310196
9911925930117846 0.012006411
10003453861097600 0.019228805
10033218693392079 0.044440605
10132016737277869 0.006588782
10419287412996374 0.020866642
10986155594432407 0.006807551
11049867969779409 0.023274228
11389035467072333 0.013896138
11442106188407017 0.021406274
11741461405551140 0.014321304
11823212845773044 0.016677523
12088393426624010 0.008451979
12207783194487112 0.16348141
12226287428045975 0.006425438
12249947081089396 0.030382495
12386080094223902 0.023266954
12507370273002600 0.011300507
12785681979442168 0.0047739693
12888980426526109 0.0099458005
12900461919485333 0.010856224
13322823395290645 0.0030654606
13828691382245377 0.025080675
14352321985445602 0.011538201
14691986840989017 0.0861872
15243596504908734 0.022979425
15268655458779341 0.07978928
15423904394738521 0.041649953
15485467792420960 0.010002629
15498205746849773 0.013102989
15731133664297641 0.035802424
15887040621302276 0.017652176
16171723608839310 0.03244797
16246257639262555 0.014137093
16329733759369079 0.012204827
16519667118323295 0.037307374
16550490921859014 0.02332677
16615623903296341 0.009698003
16654423689718542 0.012750817
16784146675608527 0.018882928
16919720255324691 0.013619414
17038058848714529 0.0068517877
17106027189867886 0.09058821
17456632746089230 0.051646892
17464991084375871 0.017194452
17519060396617653 0.010250029
17592230724388482 0.03883015
17601420090594330 0.0052553974
17724787467894423 0.026086051
18232000594917795 0.021587105
18326800347869864 0.019251358
18409463985586024 0.0068236287
18562001393908554 0.031429563
18701207844803227 0.040714495
18977079048858178 0.026536768
19063736790259593 0.025395341
19095587758137552 0.009129222
19327529376832062 0.015506932
19858537054023509 0.02326936
21147251778176376 0.05197583
21369239093152465 0.07472951
21508567275180971 0.022222832
21625964798715539 0.0056069647
22156114607236204 0.018582929
22189256679934601 0.019251132
22199636904292402 0.060889296
22210771880984154 0.017606014
22272519395679670 0.02791364
22572453238447181 0.019062482
22839793515463407 0.012136521
22951036818914582 0.10558603
23505318101376991 0.0049216375
23517440871814057 0.05320202
23583771124854170 0.10828045
23630396192534724 0.024938155
24261496547332177 0.017913284
24340475476179280 0.037646882
24446963890407500 0.038536888
24710544459113955 0.02049134
24868679924343959 0.02347339
24922483005495004 0.01430598
25009800205732506 0.014486504
25265960974578754 0.023181485
25309829543378424 0.015576772
25448755460673453 0.01742845
25590588753969753 0.021005021
26093918775101255 0.10765791
26145518812044744 0.05365291
26147046559290162 0.008418318
26417145260861086 0.010455984
26579306507079454 0.057644244
26765864960434855 0.008578273
26849073562358854 0.024519056
27741788908520635 0.007315209
27885675907230416 0.014581557
27941144509524392 0.021562917
28498291749764412 0.01682564
28931303823180385 0.04282958
28995319145881609 0.0102085145
29400027736729950 0.024470938
29504753697180813 0.12521426
29639362374016469 0.03218859
30013411202802766 0.04099838
30151267589744842 0.010075931
30335489385993019 0.08986858
30415429034445042 0.03004947
30864563803515674 0.0204806
30916405722345416 0.024651706
32170776309986733 0.0147243105
32292933468781781 0.024304599
32373424183005622 0.043858152
32650277935104583 0.020092746
32863833974476394 0.061864447
33280019389573097 0.033329356
33488323139572838 0.011071628
34009665655825842 0.016730264
34020780307492102 0.063031144
34261929590746587 0.008996194
34313188174083909 0.025899002
34471069898105098 0.033291724
34601996114789650 0.035450377
34704875161443939 0.033818178
34714001068542016 0.12682793
34747222395438582 0.0047994973
34749867316800932 0.0069622025
35005261213677720 0.03613017
35028034328417798 0.0354711
35147021113609970 0.021571571
35444220692938494 0.17141221
35589634530393771 0.030375194
35646740674133274 0.07684128
36232884462709891 0.020553723
36376832428187079 0.02296608
36491265650043095 0.012147513
36530279296828030 0.018811893
36579532082224602 0.0162722
37014107169681760 0.0141846705
37056349280651967 0.025104566
37795846431820209 0.014343103
37883925334886678 0.029603664
38106829152874397 0.0041246247
38286983595354803 0.0100608375
38457819949464647 0.0151999295
38587269728029531 0.010584152
38742446780827164 0.0919708
39118414638608435 0.043169167
39159298479965369 0.0036655522
39325472363517629 0.010290831
39376006529721002 0.008293171
39398450028144354 0.0057875672
39487042894403659 0.024468184
39531109826804421 0.010412087
40277819320890393 0.007919915
41249284397196901 0.0055245785
41309798889337333 0.06258113
41650255209369553 0.0149748
41723742349075749 0.009158439
42358201431587946 0.03896398
42375275596257741 0.015981304
42975765958155394 0.012902589
43340758848532573 0.021176439
43910979971729586 0.0472959
44210966157317559 0.11594422
44500185696833659 0.017654574
44522286272749744 0.030770877
44880124554203187 0.0072387066
45071735310326056 0.009915393
45418508882415520 0.008519258
45444358185458334 0.033238888
45473634920595635 0.0046152924
45886052567387997 0.015918465
46282102868147345 0.010958579
46339133353771721 0.01881773
46512623558692230 0.03853027
46528231952443312 0.03323922
46589326068500167 0.06345328
46615594940381478 0.0076577314
46680875024031973 0.077175766
46747060738591616 0.031021435
46846445083760718 0.009776187
46928425793052327 0.024709547
47046548423750595 0.013840505
47060331622116381 0.016931128
47432662642007684 0.031605083
47481831455201727 0.0062952754
48365483108633602 0.02141052
48447258539809362 0.007862957
48618898648894710 0.00629557
48628893122021648 0.025954513
48632218029232220 0.011697816
48813402847703938 0.024147991
48903065015510283 0.004834583
49438356061398959 0.044165887
49710457406558197 0.0074917446
50061658103352748 0.0153492475
50114481271773031 0.004072709
51093293898754513 0.016312307
51221331031447227 0.06985193
51230153799376940 0.02502143
51327907452075342 0.0054447777
51737834602811101 0.01690132
52126876985306972 0.049229164
52286619599552158 0.017285679
52951641583771616 0.004518975
53076174440665477 0.00844292
53083772332449392 0.03761895
53307350017636275 0.07316516
53363846988011289 0.022856532
53436481603676994 0.009633166
